rfc_cliente,rfc_deudor,id_division_deudor,tipo_cliente,giro_cliente,id_division_documento,num_zona,pedido,id_c_deudor,id_c_cliente,contra_recibo,id_c_anomalia,status,id_c_moneda,id_c_tipo_localidad,id_c_ruta,importe_documento,saldo_documento,dias_credito,num_visitas,fecha_recibida_aeesa,fecha_reprogramacion,fecha_revision,fecha_inserta,fecha_deposito,fecha_anomalia,target
4.0,2657.0,0.0,0.0,,1.0,12.0,,4631.0,20.0,1694.0,8.0,1.0,0.0,,105.0,240.15,240.15,22.0,0,2.0,3.0,3,2,,,3
4.0,274.0,0.0,0.0,,1.0,12.0,,4917.0,20.0,1694.0,8.0,1.0,0.0,,105.0,204.03,204.03,22.0,0,2.0,3.0,3,2,,,3
4.0,848.0,0.0,0.0,,1.0,12.0,,2454.0,20.0,1694.0,8.0,1.0,0.0,,105.0,455.22,455.22,22.0,0,2.0,3.0,3,2,,,3
4.0,2851.0,0.0,0.0,,1.0,12.0,,4577.0,20.0,1694.0,8.0,1.0,0.0,,105.0,498.6,498.6,22.0,0,2.0,3.0,3,2,,,3
4.0,481.0,0.0,0.0,,1.0,12.0,,4931.0,20.0,1694.0,8.0,1.0,0.0,,105.0,154.47,154.47,22.0,0,2.0,3.0,3,2,,,3
4.0,1822.0,0.0,0.0,,1.0,12.0,,2096.0,20.0,1694.0,8.0,1.0,0.0,,105.0,687.05,687.05,22.0,0,2.0,3.0,3,2,,,3
4.0,2113.0,0.0,0.0,,1.0,12.0,,4912.0,20.0,1694.0,8.0,1.0,0.0,,105.0,12841.53,12841.53,22.0,0,2.0,3.0,3,2,,,3
4.0,566.0,0.0,0.0,,1.0,12.0,,2432.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1541.33,1541.33,22.0,0,2.0,3.0,3,2,,,3
4.0,366.0,0.0,0.0,,1.0,12.0,,4508.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1437.1,1437.1,22.0,0,2.0,3.0,3,2,,,3
4.0,366.0,0.0,0.0,,1.0,12.0,,4508.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1403.8,1403.8,22.0,0,2.0,3.0,3,2,,,3
4.0,2744.0,0.0,0.0,,1.0,12.0,,4558.0,20.0,1694.0,8.0,1.0,0.0,,105.0,4629.61,4629.61,22.0,0,2.0,3.0,3,2,,,3
4.0,221.0,0.0,0.0,,1.0,12.0,,4469.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1780.78,1780.78,22.0,0,2.0,3.0,3,2,,,3
4.0,2914.0,0.0,0.0,,1.0,12.0,,4645.0,20.0,1694.0,8.0,1.0,0.0,,105.0,9925.69,9925.69,22.0,0,2.0,3.0,3,2,,,3
4.0,2030.0,0.0,0.0,,1.0,12.0,,4532.0,20.0,1694.0,8.0,1.0,0.0,,105.0,203.24,203.24,22.0,0,2.0,3.0,3,2,,,3
4.0,2750.0,0.0,0.0,,1.0,12.0,,4634.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5160.77,5160.77,22.0,0,2.0,3.0,3,2,,,3
4.0,2847.0,0.0,0.0,,1.0,12.0,,4691.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1132.76,1132.76,22.0,0,2.0,3.0,3,2,,,3
4.0,2113.0,0.0,0.0,,1.0,12.0,,4912.0,20.0,1694.0,8.0,1.0,0.0,,105.0,266.16,266.16,22.0,0,2.0,3.0,3,2,,,3
4.0,2664.0,0.0,0.0,,1.0,12.0,,2568.0,20.0,1694.0,8.0,1.0,0.0,,105.0,476.35,476.35,22.0,0,2.0,3.0,3,2,,,3
4.0,2744.0,0.0,0.0,,1.0,12.0,,4558.0,20.0,1694.0,8.0,1.0,0.0,,105.0,7298.41,7298.41,22.0,0,2.0,3.0,3,2,,,3
4.0,2144.0,0.0,0.0,,1.0,12.0,,2542.0,20.0,1694.0,8.0,1.0,0.0,,105.0,236.78,236.78,22.0,0,2.0,3.0,3,2,,,3
4.0,2914.0,0.0,0.0,,1.0,12.0,,4645.0,20.0,1694.0,8.0,1.0,0.0,,105.0,976.1,976.1,22.0,0,2.0,3.0,3,2,,,3
4.0,2015.0,0.0,0.0,,1.0,12.0,,4565.0,20.0,1694.0,8.0,1.0,0.0,,105.0,687.76,687.76,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2390.0,20.0,1694.0,8.0,1.0,0.0,,105.0,915.99,915.99,22.0,0,2.0,3.0,3,2,,,3
4.0,2483.0,0.0,0.0,,1.0,12.0,,4688.0,20.0,1694.0,8.0,1.0,0.0,,105.0,642.09,642.09,22.0,0,2.0,3.0,3,2,,,3
4.0,2445.0,0.0,0.0,,1.0,12.0,,4507.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2658.79,2658.79,22.0,0,2.0,3.0,3,2,,,3
4.0,1163.0,0.0,0.0,,1.0,12.0,,4431.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1367.76,1367.76,22.0,0,2.0,3.0,3,2,,,3
4.0,2441.0,0.0,0.0,,1.0,12.0,,4445.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1652.91,1652.91,22.0,0,2.0,3.0,3,2,,,3
4.0,2477.0,0.0,0.0,,1.0,12.0,,4578.0,20.0,1694.0,8.0,1.0,0.0,,105.0,279.58,279.58,22.0,0,2.0,3.0,3,2,,,3
4.0,2458.0,0.0,0.0,,1.0,12.0,,4542.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1612.82,1612.82,22.0,0,2.0,3.0,3,2,,,3
4.0,2281.0,0.0,0.0,,1.0,12.0,,4635.0,20.0,1694.0,8.0,1.0,0.0,,105.0,3147.22,3147.22,22.0,0,2.0,7.0,4,2,,,4
4.0,2554.0,0.0,0.0,,1.0,12.0,,4510.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1324.85,1324.85,22.0,0,2.0,3.0,3,2,,,3
4.0,2240.0,0.0,0.0,,1.0,12.0,,4677.0,20.0,1694.0,8.0,1.0,0.0,,105.0,85088.33,85088.33,22.0,0,2.0,3.0,3,2,,,3
4.0,3356.0,0.0,0.0,,1.0,12.0,,2607.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1547.86,1547.86,22.0,0,2.0,3.0,3,2,,,3
4.0,3066.0,0.0,0.0,,1.0,12.0,,2589.0,20.0,1694.0,8.0,1.0,0.0,,105.0,399.41,399.41,22.0,0,2.0,3.0,3,2,,,3
4.0,3204.0,0.0,0.0,,1.0,12.0,,4567.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5908.26,5908.26,22.0,0,2.0,3.0,3,2,,,3
4.0,3249.0,0.0,0.0,,1.0,12.0,,4649.0,20.0,1694.0,8.0,1.0,0.0,,105.0,266.24,266.24,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3577.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1173.35,1173.35,22.0,0,2.0,3.0,3,2,,,3
4.0,3274.0,0.0,0.0,,1.0,12.0,,2603.0,20.0,1694.0,8.0,1.0,0.0,,105.0,362.63,362.63,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3521.0,20.0,1694.0,8.0,1.0,0.0,,105.0,7382.57,7382.57,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3595.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1494.53,1494.53,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2692.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1398.19,1398.19,22.0,0,2.0,3.0,3,2,,,3
4.0,3292.0,0.0,0.0,,1.0,12.0,,4659.0,20.0,1694.0,8.0,1.0,0.0,,105.0,23274.02,23274.02,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3324.0,20.0,1694.0,8.0,1.0,0.0,,105.0,984.55,984.55,22.0,0,2.0,3.0,3,2,,,3
4.0,2992.0,0.0,0.0,,1.0,12.0,,4693.0,20.0,1694.0,8.0,1.0,0.0,,105.0,208.54,208.54,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3319.0,20.0,1694.0,8.0,1.0,0.0,,105.0,165.36,165.36,22.0,0,2.0,3.0,3,2,,,3
4.0,3276.0,0.0,0.0,,1.0,12.0,,4665.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5645.53,5645.53,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2390.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2242.27,2242.27,22.0,0,2.0,3.0,3,2,,,3
4.0,3249.0,0.0,0.0,,1.0,12.0,,4649.0,20.0,1694.0,8.0,1.0,0.0,,105.0,682.3,682.3,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2692.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1190.59,1190.59,22.0,0,2.0,3.0,3,2,,,3
4.0,3213.0,0.0,0.0,,1.0,12.0,,4692.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1822.02,1822.02,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3579.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2751.46,2751.46,22.0,0,2.0,3.0,3,2,,,3
4.0,3274.0,0.0,0.0,,1.0,12.0,,2603.0,20.0,1694.0,8.0,1.0,0.0,,105.0,3652.17,3652.17,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3578.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2054.27,2054.27,22.0,0,2.0,3.0,3,2,,,3
4.0,3245.0,0.0,0.0,,1.0,12.0,,2099.0,20.0,1694.0,8.0,1.0,0.0,,105.0,379.55,379.55,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3517.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5019.09,5019.09,22.0,0,2.0,3.0,3,2,,,3
4.0,3276.0,0.0,0.0,,1.0,12.0,,4665.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2013.34,2013.34,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,3325.0,20.0,1694.0,8.0,1.0,0.0,,105.0,894.51,894.51,22.0,0,2.0,3.0,3,2,,,3
4.0,3263.0,0.0,0.0,,1.0,12.0,,4658.0,20.0,1694.0,15.0,1.0,0.0,,105.0,381.62,381.62,22.0,0,2.0,7.0,4,2,,,4
4.0,1151.0,0.0,0.0,,1.0,12.0,,3528.0,20.0,1694.0,8.0,1.0,0.0,,105.0,385.67,385.67,22.0,0,2.0,3.0,3,2,,,3
4.0,3118.0,0.0,0.0,,1.0,12.0,,4440.0,20.0,1694.0,8.0,1.0,0.0,,105.0,315.03,315.03,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2479.0,20.0,1694.0,8.0,1.0,0.0,,105.0,579.7,579.7,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2127.0,20.0,1694.0,8.0,1.0,0.0,,105.0,300.56,300.56,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2660.0,20.0,1694.0,8.0,1.0,0.0,,105.0,738.52,738.52,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2206.0,20.0,1694.0,8.0,1.0,0.0,,105.0,568.08,568.08,22.0,0,2.0,3.0,3,2,,,3
4.0,1151.0,0.0,0.0,,1.0,12.0,,2486.0,20.0,1694.0,8.0,1.0,0.0,,105.0,546.52,546.52,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2321.0,20.0,1694.0,8.0,1.0,0.0,,105.0,269.42,269.42,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2128.0,20.0,1694.0,8.0,1.0,0.0,,105.0,249.3,249.3,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2261.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5743.86,5743.86,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2119.0,20.0,1694.0,8.0,1.0,0.0,,105.0,224.95,224.95,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2153.0,20.0,1694.0,8.0,1.0,0.0,,105.0,548.18,548.18,22.0,0,2.0,3.0,3,2,,,3
4.0,1146.0,0.0,0.0,,1.0,12.0,,2176.0,20.0,1694.0,8.0,1.0,0.0,,105.0,733.59,733.59,22.0,0,2.0,3.0,3,2,,,3
4.0,1160.0,0.0,0.0,,1.0,12.0,,4531.0,20.0,1694.0,8.0,1.0,0.0,,105.0,170.44,170.44,22.0,0,2.0,3.0,3,2,,,3
4.0,1018.0,0.0,0.0,,1.0,12.0,,4497.0,20.0,1694.0,8.0,1.0,0.0,,105.0,902.43,902.43,22.0,0,2.0,11.0,9,2,,,9
4.0,1164.0,0.0,0.0,,1.0,12.0,,4825.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1109.05,1109.05,22.0,0,2.0,3.0,3,2,,,3
4.0,1172.0,0.0,0.0,,1.0,12.0,,2488.0,20.0,1694.0,8.0,1.0,0.0,,105.0,605.5,605.5,22.0,0,2.0,3.0,3,2,,,3
4.0,1076.0,0.0,0.0,,1.0,12.0,,4540.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1280.29,1280.29,22.0,0,2.0,3.0,3,2,,,3
4.0,1332.0,0.0,0.0,,1.0,12.0,,2505.0,20.0,1694.0,8.0,1.0,0.0,,105.0,872.05,872.05,22.0,0,2.0,3.0,3,2,,,3
4.0,1468.0,0.0,0.0,,1.0,12.0,,4493.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1704.67,1704.67,22.0,0,2.0,3.0,3,2,,,3
4.0,1079.0,0.0,0.0,,1.0,12.0,,4621.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2197.99,2197.99,22.0,0,2.0,3.0,3,2,,,3
4.0,1164.0,0.0,0.0,,1.0,12.0,,4747.0,20.0,1694.0,15.0,1.0,0.0,,105.0,216.97,216.97,22.0,0,2.0,7.0,4,2,,,4
4.0,1164.0,0.0,0.0,,1.0,12.0,,4704.0,20.0,1694.0,8.0,1.0,0.0,,105.0,381.62,381.62,22.0,0,2.0,3.0,3,2,,,3
4.0,1804.0,0.0,0.0,,1.0,12.0,,4671.0,20.0,1694.0,8.0,1.0,0.0,,105.0,235.26,235.26,22.0,0,2.0,3.0,3,2,,,3
4.0,1422.0,0.0,0.0,,1.0,12.0,,4583.0,20.0,1694.0,8.0,1.0,0.0,,105.0,18499.04,18499.04,22.0,0,2.0,3.0,3,2,,,3
4.0,1164.0,0.0,0.0,,1.0,12.0,,4726.0,20.0,1694.0,8.0,1.0,0.0,,105.0,305.43,305.43,22.0,0,2.0,3.0,3,2,,,3
4.0,1334.0,0.0,0.0,,1.0,12.0,,2696.0,20.0,1694.0,8.0,1.0,0.0,,105.0,4190.73,4190.73,22.0,0,2.0,3.0,3,2,,,3
4.0,1164.0,0.0,0.0,,1.0,12.0,,4731.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1098.62,1098.62,22.0,0,2.0,3.0,3,2,,,3
4.0,1657.0,0.0,0.0,,1.0,12.0,,1989.0,20.0,1694.0,8.0,1.0,0.0,,105.0,4832.86,4832.86,22.0,0,2.0,3.0,3,2,,,3
4.0,1314.0,0.0,0.0,,1.0,12.0,,4680.0,20.0,1694.0,8.0,1.0,0.0,,105.0,4393.12,4393.12,22.0,0,2.0,3.0,3,2,,,3
4.0,1228.0,0.0,0.0,,1.0,12.0,,2491.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1048.21,1048.21,22.0,0,2.0,3.0,3,2,,,3
4.0,1763.0,0.0,0.0,,1.0,12.0,,2523.0,20.0,1694.0,8.0,1.0,0.0,,105.0,228.97,228.97,22.0,0,2.0,3.0,3,2,,,3
4.0,1353.0,0.0,0.0,,1.0,12.0,,4685.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2063.23,2063.23,22.0,0,2.0,3.0,3,2,,,3
4.0,1362.0,0.0,0.0,,1.0,12.0,,4549.0,20.0,1694.0,8.0,1.0,0.0,,105.0,612.21,612.21,22.0,0,2.0,3.0,3,2,,,3
4.0,1362.0,0.0,0.0,,1.0,12.0,,4549.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1425.31,1425.31,22.0,0,2.0,3.0,3,2,,,3
4.0,1178.0,0.0,0.0,,1.0,12.0,,2368.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1489.08,1489.08,22.0,0,2.0,3.0,3,2,,,3
4.0,1182.0,0.0,0.0,,1.0,12.0,,4480.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1145.3,1145.3,22.0,0,2.0,3.0,3,2,,,3
4.0,1470.0,0.0,0.0,,1.0,12.0,,4651.0,20.0,1694.0,8.0,1.0,0.0,,105.0,448.99,448.99,22.0,0,2.0,3.0,3,2,,,3
4.0,1554.0,0.0,0.0,,1.0,12.0,,4951.0,20.0,1694.0,8.0,1.0,0.0,,105.0,278.16,278.16,22.0,0,2.0,3.0,3,2,,,3
4.0,1327.0,0.0,0.0,,1.0,12.0,,4574.0,20.0,1694.0,8.0,1.0,0.0,,105.0,568.05,568.05,22.0,0,2.0,3.0,3,2,,,3
4.0,3300.0,0.0,0.0,,1.0,12.0,,4664.0,20.0,1694.0,8.0,1.0,0.0,,105.0,518.56,518.56,22.0,0,5.0,6.0,6,5,,,6
4.0,1259.0,0.0,0.0,,1.0,12.0,,4601.0,20.0,1694.0,8.0,1.0,0.0,,105.0,90392.61,90392.61,22.0,0,5.0,6.0,6,5,,,6
4.0,3300.0,0.0,0.0,,1.0,12.0,,4664.0,20.0,1694.0,8.0,1.0,0.0,,105.0,807.34,807.34,22.0,0,5.0,6.0,6,5,,,6
4.0,1322.0,0.0,0.0,,1.0,12.0,,4572.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1850.18,1850.18,22.0,0,5.0,6.0,6,5,,,6
4.0,1164.0,0.0,0.0,,1.0,12.0,,4731.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1139.63,1139.63,22.0,0,5.0,6.0,6,5,,,6
4.0,1908.0,0.0,0.0,,1.0,12.0,,4500.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5539.61,5539.61,22.0,0,5.0,12.0,11,5,,,11
4.0,2312.0,0.0,0.0,,1.0,12.0,,4454.0,20.0,1694.0,8.0,1.0,0.0,,105.0,412.08,412.08,22.0,0,5.0,6.0,6,5,,,6
4.0,1146.0,0.0,0.0,,1.0,12.0,,1428.0,20.0,1694.0,8.0,1.0,0.0,,105.0,210.97,210.97,22.0,0,5.0,6.0,6,5,,,6
4.0,1146.0,0.0,0.0,,1.0,12.0,,1420.0,20.0,1694.0,8.0,1.0,0.0,,105.0,511.87,511.87,22.0,0,5.0,6.0,6,5,,,6
4.0,1151.0,0.0,0.0,,1.0,12.0,,3517.0,20.0,1694.0,8.0,1.0,0.0,,105.0,3600.2,3600.2,22.0,0,5.0,6.0,6,5,,,6
4.0,1151.0,0.0,0.0,,1.0,12.0,,1910.0,20.0,1694.0,8.0,1.0,0.0,,105.0,510.24,510.24,22.0,0,5.0,6.0,6,5,,,6
4.0,1151.0,0.0,0.0,,1.0,12.0,,2655.0,20.0,1694.0,8.0,1.0,0.0,,105.0,228.67,228.67,22.0,0,5.0,6.0,6,5,,,6
4.0,808.0,0.0,0.0,,1.0,12.0,,4585.0,20.0,1694.0,8.0,1.0,0.0,,105.0,965.76,965.76,22.0,0,5.0,6.0,6,5,,,6
4.0,394.0,0.0,0.0,,1.0,12.0,,4504.0,20.0,1694.0,8.0,1.0,0.0,,105.0,205.51,205.51,22.0,0,5.0,6.0,6,5,,,6
4.0,157.0,0.0,0.0,,1.0,12.0,,4627.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1585.63,1585.63,22.0,0,5.0,6.0,6,5,,,6
4.0,212.0,0.0,0.0,,1.0,12.0,,4632.0,20.0,1694.0,8.0,1.0,0.0,,105.0,243.61,243.61,22.0,0,5.0,6.0,6,5,,,6
4.0,808.0,0.0,0.0,,1.0,12.0,,4585.0,20.0,1694.0,8.0,1.0,0.0,,105.0,3181.93,3181.93,22.0,0,5.0,6.0,6,5,,,6
4.0,1151.0,0.0,0.0,,1.0,12.0,,3517.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1730.4,1730.4,22.0,0,6.0,7.0,7,6,,,7
4.0,1164.0,0.0,0.0,,1.0,12.0,,4731.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1670.81,1670.81,22.0,0,6.0,7.0,7,6,,,7
4.0,2397.0,0.0,0.0,,1.0,12.0,,4524.0,20.0,1694.0,8.0,1.0,0.0,,105.0,223.02,223.02,22.0,0,6.0,7.0,7,6,,,7
4.0,1164.0,0.0,0.0,,1.0,12.0,,4731.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1668.07,1668.07,22.0,0,7.0,8.0,8,7,,,8
4.0,1151.0,0.0,0.0,,1.0,12.0,,3517.0,20.0,1694.0,8.0,1.0,0.0,,105.0,5190.27,5190.27,22.0,0,7.0,8.0,8,7,,,8
4.0,234.0,0.0,0.0,,1.0,12.0,,4509.0,20.0,1694.0,8.0,1.0,0.0,,105.0,187.18,187.18,22.0,0,7.0,8.0,8,7,,,8
8.0,1753.0,0.0,0.0,11.0,1.0,0.0,,1045.0,1.0,1701.0,17.0,1.0,0.0,,4.0,2883.91,2883.91,15.0,1,10.0,13.0,9,12,,,29
4.0,1648.0,0.0,0.0,,1.0,12.0,,2010.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1624.26,1624.26,22.0,0,8.0,9.0,9,8,,,9
4.0,1151.0,0.0,0.0,,1.0,12.0,,2479.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2467.05,2467.05,22.0,0,8.0,9.0,9,8,,,9
4.0,1648.0,0.0,0.0,,1.0,12.0,,2010.0,20.0,1694.0,8.0,1.0,0.0,,105.0,526.22,526.22,22.0,0,8.0,9.0,9,8,,,9
8.0,1753.0,0.0,2.0,11.0,1.0,0.0,,1045.0,1.0,1701.0,17.0,1.0,0.0,,4.0,2883.91,2883.91,15.0,1,10.0,13.0,9,12,,,29
8.0,1753.0,0.0,1.0,11.0,1.0,0.0,,1045.0,1.0,1701.0,17.0,1.0,0.0,,4.0,2883.91,2883.91,15.0,1,10.0,13.0,9,12,,,29
4.0,1786.0,0.0,0.0,,1.0,12.0,,2526.0,20.0,1694.0,8.0,1.0,0.0,,105.0,20738.02,20738.02,22.0,0,8.0,9.0,9,8,,,9
4.0,1151.0,0.0,0.0,,1.0,12.0,,3322.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2131.81,2131.81,22.0,0,8.0,9.0,9,8,,,9
4.0,1151.0,0.0,0.0,,1.0,12.0,,3297.0,20.0,1694.0,8.0,1.0,0.0,,105.0,7032.35,7032.35,22.0,0,8.0,9.0,9,8,,,9
4.0,1151.0,0.0,0.0,,1.0,12.0,,3322.0,20.0,1694.0,8.0,1.0,0.0,,105.0,2230.19,2230.19,22.0,0,8.0,9.0,9,8,,,9
4.0,1514.0,0.0,0.0,,1.0,12.0,,4488.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1248.86,1248.86,22.0,0,8.0,9.0,9,8,,,9
4.0,1362.0,0.0,0.0,,1.0,12.0,,4549.0,20.0,1694.0,8.0,1.0,0.0,,105.0,1454.73,1454.73,22.0,0,8.0,9.0,9,8,,,9
